Taxonomy#ID	UniProt#protein	RefSeq#gene	RefSeq#cds	BioProject#ID	BioProject#gene	BioProject#cds
505682	609	647	609	PRJNA58887	647	609
507522	5738	5936	5768	PRJNA59145	5936	5768
508765	3473	3639	3475	PRJNA59159	3639	3475
508767	3254	3380	3257	PRJNA59157	3380	3257
509169	4410	4574	4466	PRJNA61643	4574	4466
509170	2767	3664	2975	PRJNA61601	3664	2975
509173	3652	3890	3712	PRJNA61637	3890	3712
509190	4136	4325	4139	PRJNA41709	4325	4139
509193	2180	2408	2209	PRJNA55639	2408	2209
510831	1709	1888	1836	PRJNA161973	1888	1836
511051	1566	1633	1581	PRJNA158173	1633	1581
511062	3190	3333	3221	PRJNA81627	3333	3221
511145	7	4497	4321	PRJNA57779	4497	4321
511437	2361	2541	2392	PRJNA66205	2541	2392
511691	1892	1976	1895	PRJNA46353	1976	1895
511995	847	894	852	PRJNA59163	894	852
512562	1564	1647	1568	PRJNA59165	1647	1568
512564	689	763	689	PRJNA47087	763	689
512565	8113	8203	8124	PRJNA158169	8203	8124
512566	2106	2186	2114	PRJNA59167	2186	2114
515618	540	598	556	PRJNA46841	598	556
515619	3546	3698	3621	PRJNA59169	3698	3621
515620	2763	2830	2765	PRJNA59171	2830	2765
515621	3977	4254	4002	PRJNA59173	4254	4002
515622	3800	3881	3811	PRJNA51489	3881	3811
515635	1743	1867	1744	PRJNA59177	1867	1744
516950	2193	2276	2206	PRJNA59181	2276	2206
517417	2044	2141	2043	PRJNA59185	2141	2043
517418	2708	2782	2710	PRJNA59187	2782	2710
518766	2861	2965	2863	PRJNA41729	2965	2863
519441	1431	1568	1442	PRJNA41863	1568	1442
519442	3001	3078	2998	PRJNA59189	3078	2998
520461	4146	3502	3324	PRJNA71131	3502	3324
521006	2595	2747	2680	PRJNA59191	2747	2680
521007	1255	1315	1242	PRJNA161241	1315	1242
521008	1360	1544	1458	PRJNA161197	1544	1458
521010	1403	1518	1463	PRJNA71231	1518	1463
521011	2655	2866	2655	PRJNA59193	2866	2655
521045	2100	2224	2118	PRJNA59205	2224	2118
521095	1353	1422	1353	PRJNA59195	1422	1353
521096	4170	4382	4242	PRJNA48829	4382	4242
521097	2172	2255	2171	PRJNA59197	2255	2171
521098	3059	3235	3084	PRJNA59199	3235	3084
521460	2652	2836	2666	PRJNA59201	2836	2666
521674	4258	4373	4258	PRJNA48643	4373	4258
522306	4438	4777	4562	PRJNA59207	4777	4562
522373	4370	4514	4386	PRJNA61647	4514	4386
522772	2901	3068	2964	PRJNA46657	3068	2964
523791	2630	2697	2632	PRJNA59209	2697	2632
523794	2218	2370	2220	PRJNA59211	2370	2220
523796	2673	2770	2710	PRJNA159247	2770	2710
523831	4702	4865	4720	PRJNA181602	4865	4720
523841	4712	3928	3863	PRJNA167315	3928	3863
523846	1283	1352	1283	PRJNA60167	1352	1283
523850	1978	2026	1975	PRJNA59043	2026	1975
525146	2345	2450	2356	PRJNA59213	2450	2356
525282	1806	1894	1838	PRJNA59519	1894	1838
525284	1365	1421	1365	PRJNA55487	1421	1365
525329	1436	1518	1450	PRJNA59525	1518	1450
525370	5029	5105	5030	PRJNA48621	5105	5030
525381	2263	2355	2275	PRJNA49735	2355	2275
525897	3423	3568	3436	PRJNA59217	3568	3436
525898	2243	2346	2265	PRJNA41861	2346	2265
525903	1737	1828	1738	PRJNA41925	1828	1738
525904	2827	2933	2832	PRJNA42011	2933	2832
525909	1936	2089	1964	PRJNA59215	2089	1964
525919	1796	1916	1806	PRJNA59219	1916	1806
526218	4124	4266	4150	PRJNA41865	4266	4150
526222	3809	3941	3807	PRJNA59223	3941	3807
526224	2751	2894	2809	PRJNA48819	2894	2809
526225	4795	5155	4810	PRJNA43725	5155	4810
526226	4630	4984	4696	PRJNA41403	4984	4696
526227	3385	3720	3505	PRJNA49485	3720	3505
526967	5641	5720	5641	PRJNA55151	5720	5641
526968	5587	5670	5587	PRJNA55153	5670	5587
526969	5244	5324	5245	PRJNA55155	5324	5245
526970	5686	5766	5687	PRJNA55157	5766	5687
526971	5552	5636	5553	PRJNA55159	5636	5553
526972	5667	5758	5667	PRJNA55161	5758	5667
526973	5281	5356	5282	PRJNA55163	5356	5282
526974	5417	5508	5417	PRJNA55165	5508	5417
526975	5776	5868	5778	PRJNA55167	5868	5778
526976	5548	5629	5549	PRJNA55169	5629	5549
526977	5287	5382	5288	PRJNA55171	5382	5288
526978	5372	5472	5372	PRJNA55173	5472	5372
526979	5624	5714	5625	PRJNA55175	5714	5625
526980	5860	5949	5861	PRJNA55177	5949	5861
526981	5815	5893	5815	PRJNA55179	5893	5815
526982	5786	5887	5787	PRJNA55181	5887	5787
526983	5728	5783	5728	PRJNA55183	5783	5728
526984	5867	5945	5868	PRJNA55185	5945	5868
526985	5313	5396	5313	PRJNA55187	5396	5313
526986	4750	4827	4750	PRJNA55189	4827	4750
526987	5715	5756	5715	PRJNA55191	5756	5715
526988	2841	2876	2841	PRJNA55193	2876	2841
526989	6026	6125	6027	PRJNA55195	6125	6027
526990	5795	5896	5799	PRJNA55197	5896	5799
526991	5609	5696	5612	PRJNA55199	5696	5612
526992	5666	5742	5666	PRJNA55201	5742	5666
526993	5809	5898	5810	PRJNA55203	5898	5810
526994	5797	5897	5798	PRJNA55205	5897	5798
526997	5658	5747	5658	PRJNA55207	5747	5658
526998	5884	5938	5885	PRJNA55209	5938	5885
526999	5800	5903	5800	PRJNA55211	5903	5800
527000	5850	5941	5851	PRJNA55213	5941	5851
527019	6692	6768	6693	PRJNA55239	6768	6693
527020	6655	6758	6658	PRJNA55241	6758	6658
527021	8811	13015	12700	PRJNA177931	6590	6402
527021	8811	13015	12700	PRJNA55223	6425	6298
527022	6488	6563	6490	PRJNA55215	6563	6490
527023	5554	5648	5556	PRJNA55217	5648	5556
527024	5732	5820	5732	PRJNA55219	5820	5732
527025	6322	6414	6323	PRJNA55225	6414	6323
527026	6583	6615	6583	PRJNA55221	6615	6583
527027	6027	6117	6028	PRJNA55227	6117	6028
527028	5941	6030	5944	PRJNA55237	6030	5944
527029	6052	6147	6053	PRJNA55233	6147	6053
527030	6016	6117	6019	PRJNA55235	6117	6019
527031	6242	6338	6243	PRJNA55229	6338	6243
527032	5546	5638	5546	PRJNA55231	5638	5546
529120	3833	3941	3872	PRJNA55253	3941	3872
529507	3661	3807	3607	PRJNA61599	3807	3607
529709	1867	1952	1865	PRJNA68281	1952	1865
530564	4711	4825	4717	PRJNA43209	4825	4717
531844	2533	2582	2534	PRJNA59413	2582	2534
535024	39	4399	4283	PRJNA55257	4399	4283
535025		4381	4263	PRJNA55255	4381	4263
535026	41	4398	4283	PRJNA55265	4398	4283
535289	3461	3609	3479	PRJNA59233	3609	3479
536019	6503	6746	6508	PRJNA40861	6746	6508
536056	4588	8825	8419	PRJDA162051	4450	4259
536056	4588	8825	8419	PRJNA161951	4375	4160
536232	3860	4034	3877	PRJNA59229	4034	3877
537021	1102	1162	1109	PRJNA59227	1162	1109
537457	2114	2220	2142	PRJNA59231	2220	2142
537970	1977	1603	1535	PRJNA55359	1603	1535
541229	6259	6380	6206	PRJNA158151	6380	6206
543526	5116	5351	5113	PRJNA43501	5351	5113
543728	6272	6453	6279	PRJNA59437	6453	6279
543734	3000	3090	3015	PRJNA59237	3090	3015
544404	5255	5588	5365	PRJNA59235	5588	5365
544556	3414	3718	3446	PRJNA41171	3718	3446
545693	5606	5805	5612	PRJNA15862	5805	5612
545694	3527	3683	3523	PRJNA67367	3683	3523
545695	3462	3662	3474	PRJNA67365	3662	3474
545776	1009	1070	1010	PRJNA68447	1070	1010
546269	1615	1709	1641	PRJNA46625	1709	1641
546271	3307	2366	2255	PRJNA55329	2366	2255
546272	3125	3347	3135	PRJNA59241	3347	3135
546342	2652	2836	2680	PRJNA159855	2836	2680
546414	3452	3269	3209	PRJNA58615	3269	3209
547048	4294	4670	4436	PRJNA158537	4670	4436
547144		1672	1579	PRJNA190882	1672	1579
547558	1986	2096	1987	PRJNA47313	2096	1987
547559	4936	4364	4212	PRJNA46245	4364	4212
548470	2819	2903	2833	PRJNA59529	2903	2833
548473	2693	2790	2700	PRJNA159859	2790	2700
548476	2528	2630	2551	PRJNA59409	2630	2551
548479	1904	1966	1909	PRJNA49695	1966	1909
550537	4198	4420	4206	PRJNA59247	4420	4206
550538	3953	4371	3965	PRJNA59249	4371	3965
550540	3781	3947	3782	PRJNA53371	3947	3782
550542	3418	3751	3459	PRJNA55381	3751	3459
551115	3646	5380	3651	PRJNA49725	5380	3651
552526	1861	2001	1893	PRJNA59263	2001	1893
552531	1641	1706	1642	PRJNA158871	1706	1642
552536	2972	3059	2974	PRJNA59203	3059	2974
552811	1619	1772	1659	PRJNA48131	1772	1659
553174	2288	2401	2296	PRJNA51377	2401	2296
553190	1257	1343	1263	PRJNA43211	1343	1263
553199	2347	2410	2352	PRJNA48071	2410	2352
553480	4393	4560	4417	PRJNA59243	4560	4417
553482	1916	2242	2000	PRJNA59259	2242	2000
554290	4275	4410	4071	PRJNA59269	4410	4071
555079	2151	2348	2197	PRJNA51421	2348	2197
555217	1777	1931	1803	PRJNA55403	1931	1803
555311	2661	2956	2679	PRJNA167998	2956	2679
555778	2353	2465	2357	PRJNA41317	2465	2357
555970	1565	1629	1566	PRJNA59357	1629	1566
557433	1792	1901	1820	PRJNA58875	1901	1820
557436	1872	2027	1900	PRJNA58471	2027	1900
557598	3208	3333	3235	PRJNA59265	3333	3235
557599	7	0	0	PRJNA55385	0	0
557600	3452	3542	3451	PRJNA59271	3542	3451
557722	5908	6061	5925	PRJNA59275	6061	5925
557723	2002	2299	2021	PRJNA59273	2299	2021
557760	4542	4638	4569	PRJNA59277	4638	4569
561007	4945	4992	4942	PRJNA61613	4992	4942
561229	4138	4367	4163	PRJNA59297	4367	4163
561230	4245	4398	4246	PRJNA59295	4398	4246
561231	4435	4717	4437	PRJNA41297	4717	4437
561275	3906	4027	3944	PRJNA59281	4027	3944
561276	1985	2224	1990	PRJNA59287	2224	1990
561304	1599	2770	1604	PRJNA59293	2770	1604
561501	553	598	553	PRJNA59283	598	553
562019	927	984	947	PRJNA59301	984	947
562970	3136	3399	3150	PRJNA48361	3399	3150
563040	2155	2220	2158	PRJNA53043	2220	2158
563041	1501	1581	1504	PRJNA59305	1581	1504
563178	555	599	555	PRJNA59285	599	555
565034	2652	2680	2642	PRJNA59291	2680	2642
565040	1975	2070	1999	PRJNA62693	2070	1999
565042	1908	2009	1924	PRJNA62695	2009	1924
565047		2993	2925	PRJEA161953	2993	2925
565050	3853	3971	3877	PRJNA59307	3971	3877
565575	646	695	646	PRJNA59011	695	646
566546	5272	9728	9337	PRJNA162011	4880	4606
566546	5272	9728	9337	PRJNA162101	4848	4731
567106	1665	1740	1666	PRJNA159531	1740	1666
568206	5895	6042	5902	PRJNA59303	6042	5902
568703	3183	5890	5747	PRJDA161983	2905	2834
568703	3183	5890	5747	PRJNA59313	2985	2913
568704	2952	3033	2957	PRJNA59315	3033	2957
568707	4735	4842	4781	PRJNA178913	4842	4781
568813	1887	2068	1898	PRJNA59323	2068	1898
568814	1922	2136	1947	PRJNA59321	2136	1947
568815	3273	3410	3282	PRJNA59319	3410	3282
568816	2386	2469	2401	PRJNA74445	2469	2401
568817		772	730	PRJNA82363	772	730
568819	2765	2972	2766	PRJNA59317	2972	2766
570417	1161	1423	1275	PRJNA61645	1423	1275
570508	1572	1634	1578	PRJNA59327	1634	1578
572263	695	728	692	PRJNA59325	728	692
572264	5598	5775	5606	PRJNA59299	5775	5606
572265	2045	2420	2148	PRJNA59289	2420	2148
572418	3814	3983	3830	PRJNA68839	3983	3830
572477	3223	3366	3220	PRJNA46083	3366	3220
572478	2493	2592	2493	PRJNA52827	2592	2493
572479	2056	2180	2068	PRJNA161959	2180	2068
572480	3125	3220	3126	PRJNA49001	3220	3126
572544	2859	3041	2880	PRJNA59769	3041	2880
572546	1824	1910	1823	PRJNA43493	1910	1823
572547	1872	1972	1876	PRJNA47083	1972	1876
573059	3214	3338	3221	PRJNA161961	3338	3221
573061	4211	4501	4254	PRJNA51503	4501	4254
573062	2308	2535	2331	PRJNA53065	2535	2331
573063	1440	1513	1441	PRJNA48803	1513	1441
573064	1581	1665	1581	PRJNA59347	1665	1581
573065	3743	3921	3763	PRJNA55641	3921	3763
573234	169	189	169	PRJNA59311	189	169
573235	5326	5989	5519	PRJNA41021	5989	5519
573236	1569	1636	1572	PRJNA158865	1636	1572
573370	4663	4760	4700	PRJNA59309	4760	4700
573413	4212	4361	4219	PRJNA51369	4361	4219
573569	1976	2025	1976	PRJNA68321	2025	1976
573825	3678	3759	3711	PRJNA161957	3759	3711
574087	2276	2437	2282	PRJNA51423	2437	2282
574093	2205	2284	2216	PRJNA52453	2284	2216
574521	4594	5015	4651	PRJNA59343	5015	4651
574556	919	982	923	PRJNA42155	982	923
575540	3721	3823	3722	PRJNA62207	3823	3722
575788	4420	4603	4432	PRJNA59353	4603	4432
577650	3261	3408	3283	PRJNA62265	3408	3283
579112	3652	3839	3693	PRJNA59355	3839	3693
579137	1740	1808	1742	PRJNA41131	1808	1742
579138	1740	1840	1748	PRJNA68445	1840	1748
579405	3967	4136	3970	PRJNA59363	4136	3970
580047	1246	1963	1868	PRJNA159863	931	879
580047	1246	1963	1868	PRJNA159993	1032	989
580049	883	936	875	PRJNA59351	936	875
580050	1566	1631	1567	PRJNA59359	1631	1567
580327	2583	2831	2601	PRJNA51639	2831	2601
580331	2240	2479	2270	PRJNA46241	2479	2270
580332	2977	3050	2980	PRJNA46801	3050	2980
580340	1853	1972	1875	PRJNA77129	1972	1875
581103	3602	4032	3669	PRJNA55779	4032	3669
582402	3187	3269	3187	PRJNA59365	3269	3187
582744	2907	2978	2909	PRJNA59367	2978	2909
582899	3452	3600	3512	PRJNA50325	3600	3512
583345	2334	2403	2338	PRJNA59373	2403	2338
583346	3496	3604	3523	PRJNA59369	3604	3523
583355	3110	3192	3120	PRJNA47079	3192	3120
583356	1929	2042	1930	PRJNA51875	2042	1930
583358	2158	2362	2159	PRJNA49481	2362	2159
584708	2391	2494	2399	PRJNA60577	2494	2399
584721	2218	2296	2223	PRJNA161955	2296	2223
585034	4330	4633	4349	PRJNA59377	4633	4349
585035	4805	5191	4827	PRJNA62979	5191	4827
585054	4311	4547	4318	PRJNA59375	4547	4318
585055	4797	5140	4759	PRJNA59383	5140	4759
585056	4975	5298	5014	PRJNA62981	5298	5014
585057	4554	5097	4730	PRJNA59381	5097	4730
585394	3351	3432	3362	PRJNA73419	3432	3362
585395	4964	5545	5121	PRJNA41013	5545	5121
585396	5238	5935	5407	PRJNA41023	5935	5407
585397	4940	5325	4915	PRJNA59379	5325	4915
585529	2216	2290	2226	PRJNA52785	2290	2226
585531	3077	3133	3081	PRJNA55873	3133	3081
585535	1464	1560	1470	PRJNA49903	1560	1470
585538	1603	1656	1609	PRJNA161153	1656	1609
588858	5369	5623	5424	PRJNA86059	5623	5424
589865	2595	2729	2620	PRJNA49487	2729	2620
589924	2463	2621	2480	PRJNA40863	2621	2480
590168	1765	1867	1768	PRJNA42777	1867	1768
590409	4148	4318	4144	PRJNA42519	4318	4144
590998	3761	3863	3761	PRJNA66779	3863	3761
591001	2016	2174	2026	PRJNA43471	2174	2026
591019	1599	1718	1599	PRJNA45893	1718	1599
591020	4456	5058	4703	PRJNA159233	5058	4703
591167	6558	6857	6572	PRJNA40839	6857	6572
591365	1705	1781	1702	PRJDA168614	1781	1702
591946		4545	4376	PRJNA161965	4545	4376
592021	5291	6043	5292	PRJNA59385	6043	5292
592022	5100	5272	5100	PRJNA48371	5272	5100
592029	3611	3666	3618	PRJNA186842	3666	3618
592205	1369	1571	1382	PRJNA59415	1571	1382
592316	5760	6008	5770	PRJNA55845	6008	5770
593117	2159	2210	2156	PRJNA59389	2210	2156
593588	3695	3910	3772	PRJNA59387	3910	3772
593750	2814	2924	2816	PRJNA184406	2924	2816
593907	3153	3263	3164	PRJNA68143	3263	3164
595494	3126	3292	3130	PRJNA59395	3292	3130
595495	5199	9710	9362	PRJNA162099	4825	4709
595495	5199	9710	9362	PRJNA52593	4885	4653
595496	4042	4267	4084	PRJNA59391	4267	4084
595499	242	279	242	PRJNA59393	279	242
595537	5937	6087	5952	PRJNA62107	6087	5952
596153	4484	4709	4542	PRJNA49953	4709	4542
596154	4620	4899	4696	PRJNA66307	4899	4696
596155	4808	4950	4810	PRJNA82943	4950	4810
596777	895					
598467	4386	4639	4388	PRJNA75111	4639	4388
598659	1731	1796	1730	PRJNA59345	1796	1730
600809	581	624	581	PRJNA41287	624	581
604162	1894	2206	1913	PRJEA161967	2206	1913
604354	2037	2107	2035	PRJNA59399	2107	2035
608506	2184	2390	2188	PRJNA51501	2390	2188
608538	2039	3911	3762	PRJNA159875	1948	1869
608538	2039	3911	3762	PRJNA45927	1963	1893
610130	4133	4387	4154	PRJNA51419	4387	4154
617121		1976	1877	PRJDA176684	1976	1877
622759	1885	1978	1884	PRJNA41019	1978	1884
626418	5660	6302	5773	PRJNA59397	6302	5773
627192	4050	4121	4062	PRJNA73353	4121	4062
627344	1692	1826	1709	PRJNA170612	1826	1709
630588	1995	2132	2017	PRJNA161971	2132	2017
630626	3868	4017	3904	PRJNA165043	4017	3904
632292	2521	2686	2546	PRJNA60157	2686	2546
632335	2463	2708	2482	PRJNA60393	2708	2482
632348	2461	2643	2466	PRJNA60491	2643	2466
632516	2274	2545	2318	PRJNA60575	2545	2318
632518	2133	2323	2147	PRJNA60165	2323	2147
632772	8170	8259	8197	PRJNA13791	8259	8197
633145	1378	1484	1417	PRJNA42115	1484	1417
633147	1739	1841	1739	PRJNA51367	1841	1739
633148	1387	1458	1387	PRJNA48993	1458	1387
633149	3326	3393	3327	PRJNA42117	3393	3327
633697	2711	2945	2749	PRJNA61055	2945	2749
633699	1726	1807	1735	PRJNA41735	1807	1735
634176	2246	2336	2219	PRJNA59407	2336	2219
634177	3116	3270	3195	PRJNA46523	3270	3195
634452	2906	3121	3049	PRJNA59279	3121	3049
634453	2905	3120	3048	PRJNA158373	3120	3048
634454	2904	3119	3047	PRJNA158381	3119	3047
634455	372	3120	3048	PRJNA158383	3120	3048
634456	2905	3120	3048	PRJNA158531	3120	3048
634457	2904	3118	3046	PRJNA158375	3118	3046
634458	2848	3050	2984	PRJNA158377	3050	2984
634459	2904	3118	3046	PRJNA158379	3118	3046
634464	882	923	875	PRJEA161995	923	875
634497	3860	3924	3859	PRJNA72475	3924	3859
634498	2209	2283	2217	PRJNA45857	2283	2217
634499	3619	3852	3697	PRJNA40659	3852	3697
634500	4915	5029	4917	PRJNA50547	5029	4917
634503	3686	3903	3784	PRJNA59403	3903	3784
634504	1709	2053	1768	PRJNA59405	2053	1768
634956	3711	4136	3759	PRJNA48129	4136	3759
635013	2908	3082	2949	PRJNA48823	3082	2949
637380	5522	5733	5558	PRJNA50615	5733	5558
637381	2961	3039	2966	PRJNA43727	3039	2966
637382	3642	3872	3781	PRJNA158071	3872	3781
637385	3632	3879	3777	PRJNA158073	3879	3777
637386	3546	3784	3697	PRJNA47317	3784	3697
637387	794	866	797	PRJNA53543	866	797
637887	2883	3102	2911	PRJNA161989	3102	2911
637905	4336	4515	4346	PRJNA47085	4515	4346
637909	2216	2349	2223	PRJNA46061	2349	2223
637910	4792	5110	4858	PRJNA43089	5110	4858
637913	1547	1634	1550	PRJNA159639	1634	1550
638303	1592	1652	1593	PRJNA46231	1652	1593
639282	2338	2442	2374	PRJNA46653	2442	2374
639283	4424	4563	4431	PRJNA48815	4563	4431
640081	3433	3538	3443	PRJNA81439	3538	3443
640131	5056	5213	5057	PRJNA42113	5213	5057
640132	3001	3127	3006	PRJNA49049	3127	3006
640510	5957	6158	5965	PRJNA42975	6158	5965
640511	6866	4950	4631	PRJNA42523	4950	4631
640512	5983	6189	5988	PRJNA46253	6189	5988
640513	4601	4805	4612	PRJNA72793	4805	4612
641107	5645	6090	5683	PRJNA78327	6090	5683
641491	3451	3533	3454	PRJNA63159	3533	3454
641892	226	261	226	PRJNA47075	261	226
642492	4150	4417	4182	PRJNA49117	4417	4182
643561	4718	4851	4737	PRJNA42497	4851	4737
643562	3269	3406	3304	PRJNA42613	3406	3304
643648	2311	2440	2313	PRJNA49527	2440	2313
643867	3748	3857	3757	PRJNA60837	3857	3757
644042	2948	3029	2948	PRJNA59361	3029	2948
644281	1815	1893	1816	PRJNA42499	1893	1816
644282	3270	3355	3277	PRJNA51371	3355	3277
644283	6204	6361	6222	PRJNA42501	6361	6222
644284	1720	1885	1731	PRJNA49489	1885	1731
644295	2250	2437	2254	PRJNA49857	2437	2254
644651	3946	4114	4018	PRJNA159693	4114	4018
644801	4222	4405	4265	PRJNA184342	4405	4265
644966	2324	2435	2327	PRJNA61727	2435	2327
644968	3713	3819	3732	PRJNA43335	3819	3732
645127	2018	2083	2018	PRJNA59411	2083	2018
645462	3453	3595	3454	PRJNA41017	3595	3454
645463	3505	3632	3506	PRJNA40921	3632	3506
645464	1618	1675	1622	PRJNA159535	1675	1622
645657	4336	4508	4381	PRJNA183001	4508	4381
645991	3105	3438	3251	PRJNA63343	3438	3251
646529	4462	4787	4505	PRJNA156759	4787	4505
647113	1583	1672	1595	PRJNA51535	1672	1595
648757	3513	3739	3565	PRJNA43247	3739	3565
648996	1812	1889	1813	PRJNA62095	1889	1813
648999	6129	6326	6150	PRJNA45895	6326	6150
649349	3429	3665	3465	PRJNA60161	3665	3465
649638	2924	3046	2945	PRJNA49533	3046	2945
649639	4253	4444	4266	PRJNA43329	4444	4266
651143		5703	5627	PRJEA178352	5703	5627
651182	4189	4435	4375	PRJEA175777	4435	4375
651822	1434					
652103	4908	5082	4917	PRJNA43327	5082	4917
652620	971	1010	971	PRJNA73963	1010	971
653045	8941	9610	8985	PRJNA52609	9610	8985
653733	2551	2669	2571	PRJNA45897	2669	2571
653938	3082	3161	3088	PRJNA43671	3161	3088
655815	4633	4713	4653	PRJNA48073	4713	4653
655816	4057	4170	4062	PRJNA51879	4170	4062
655817	4786	4906	4796	PRJNA161975	4906	4796
656024	4063	4597	4215	PRJNA46257	4597	4215
656519	2250	2457	2295	PRJNA60191	2457	2295
657308	2027					
657309	4407					
657310	2295					
658172	1164	1246	1192	PRJNA61245	1246	1192
660470	2498	2736	2574	PRJNA52599	2736	2574
661367	3460	3739	3470	PRJNA46099	3739	3470
661410	5715	6030	5736	PRJNA61617	6030	5736
662598	1863	1996	1872	PRJNA61649	1996	1872
662755	2160	2230	2171	PRJNA50555	2230	2171
662945	509	548	509	PRJNA173370	548	509
662946	484	523	484	PRJNA173371	523	484
662947	507	545	506	PRJNA173372	545	506
663278	2664	2873	2701	PRJNA46255	2873	2701
663886		4217	4170	PRJNA47489	4217	4170
663887		4218	4171	PRJNA47491	4218	4171
663917	3309	3649	3324	PRJNA161977	3649	3324
663918	499	538	499	PRJNA173373	538	499
663951	2764	2982	2807	PRJNA159241	2982	2807
663952	2071	2179	2107	PRJNA181521	2179	2107
663954	2050	2135	2056	PRJNA161979	2135	2056
665029	3733	3805	3706	PRJNA46839	3805	3706
665571	2199	2255	2203	PRJNA53037	2255	2203
666510	1499	1551	1499	PRJNA51395	1551	1499
666681	2752	2858	2764	PRJNA49469	2858	2764
666714	981	1118	981	PRJNA159543	1118	981
667014	2184	2291	2195	PRJNA68285	2291	2195
667015	3608	3836	3641	PRJNA63269	3836	3641
668336	2276	2353	2280	PRJNA41333	2353	2280
670487	2372	2445	2373	PRJNA60855	2445	2373
671143	3061	3146	3072	PRJNA161981	3146	3072
672161	888	937	880	PRJNA59349	937	880
673860	1499					
675635	6736	7081	6797	PRJNA65087	7081	6797
676032	1859	1898	1854	PRJNA162107	1898	1854
679896	2090	2203	2090	PRJNA159677	2203	2090
679897	1400	1474	1398	PRJNA46647	1474	1398
679901	1972	2086	1976	PRJNA68249	2086	1976
679926	2779	2881	2785	PRJNA52695	2881	2785
679935	3054	3302	3110	PRJNA168180	3302	3110
679936	3445	3686	3471	PRJNA88061	3686	3471
679937	2385	2539	2393	PRJNA66921	2539	2393
680198	8700	8901	8746	PRJNA46531	8901	8746
680646	1991	1964	1904	PRJNA43093	1964	1904
681288	2683	2781	2689	PRJNA41455	2781	2689
681645	2090	2204	2091	PRJNA159675	2204	2091
682795	4804	4960	4815	PRJNA49957	4960	4815
683082	1755	1801	1761	PRJNA43391	1801	1761
683083	1800	1840	1806	PRJNA43389	1840	1806
683837	2710	2807	2710	PRJNA46215	2807	2710
684738	2458	2662	2473	PRJNA42831	2662	2473
685038	4575	4690	4582	PRJNA161987	4690	4582
685039	2622	2750	2653	PRJNA159689	2750	2653
685727	4576	4582	4512	PRJNA60171	4582	4512
686340	3745	4039	3794	PRJNA67385	4039	3794
686990	986	1035	975	PRJNA176920	1035	975
688245	4781	4979	4891	PRJNA62961	4979	4891
688269	1928	2063	1945	PRJNA68449	2063	1945
688270	4114	4344	4163	PRJNA62159	4344	4163
690566	4062	4265	4072	PRJNA52597	4265	4072
690850	3699	3884	3725	PRJNA66847	3884	3725
691437	3315	3596	3315	PRJNA49467	3596	3315
692420	3902	4044	3893	PRJNA53535	4044	3893
693216	4466	4562	4452	PRJNA40821	4562	4452
693661	2065	2194	2090	PRJNA65269	2194	2090
693745	1710	1749	1707	PRJNA49873	1749	1707
693970	4495	4984	4668	PRJNA162025	4984	4668
693971	4227	4469	4254	PRJNA51725	4469	4254
693973	4503	4759	4536	PRJNA50553	4759	4536
693974	4328	4581	4344	PRJNA52601	4581	4344
693977	2652	2789	2656	PRJNA63399	2789	2656
693978	2250	4143	3913	PRJNA159857	2091	1941
693978	2250	4143	3913	PRJNA60727	2052	1972
693979	3241	3436	3244	PRJNA62135	3436	3244
693982	6416	7023	6510	PRJNA52607	7023	6510
694427	3020	3118	3020	PRJNA60725	3118	3020
694429	1967	2038	1967	PRJNA73415	2038	1967
694430	4148	4371	4154	PRJNA184863	4371	4154
694569	2219	2334	2255	PRJNA46989	2334	2255
695560	2081	2193	2121	PRJNA61179	2193	2121
695562	1913	1994	1920	PRJNA160233	1994	1920
696125	1307	1448	1326	PRJNA62131	1448	1326
696127	1181	1263	1211	PRJNA68687	1263	1211
696281	3766	3987	3796	PRJNA67507	3987	3796
696406	5589	5754	5607	PRJNA161991	5754	5607
696747	6011					
696748	2241	2327	2249	PRJNA176363	2327	2249
696749	3744	3913	3824	PRJNA158677	3913	3824
697281	2858	3032	2870	PRJNA66917	3032	2870
697283		2226	2119	PRJNA175861	2226	2119
697303	2487	2789	2522	PRJNA52581	2789	2522
697329	3776	4104	3872	PRJNA51721	4104	3872
698737	2456	2570	2490	PRJNA46233	2570	2490
698757	2833	3014	2835	PRJNA84411	3014	2835
698758	2376	2489	2411	PRJNA176453	2489	2411
698761	6231	6494	6287	PRJNA185179	6494	6287
698936	6307	6775	6354	PRJNA52605	6775	6354
698948	2699	2919	2714	PRJNA184821	2919	2714
698962	2352	2458	2381	PRJNA84309	2458	2381
698963	2327	2415	2337	PRJNA84313	2415	2337
698964	2268	2414	2322	PRJNA84303	2414	2322
698965	2244	2331	2249	PRJNA84295	2331	2249
698966	2232	2318	2245	PRJNA83607	2318	2245
698967	2230	2322	2248	PRJNA84297	2322	2248
698968	2217	2306	2230	PRJNA84317	2306	2230
698969	2239	2330	2262	PRJNA84299	2330	2262
698970	2218	2344	2276	PRJNA84301	2344	2276
698971	2179	2259	2191	PRJNA84305	2259	2191
698972	2198	2292	2214	PRJNA83605	2292	2214
698973	2340	2436	2361	PRJNA84311	2436	2361
699033		0	0	PRJNA158365	0	0
699034		4035	3934	PRJNA158363	4035	3934
699035		0	0	PRJNA158361	0	0
699036		0	0	PRJNA158359	0	0
699246	1566	1621	1567	PRJNA46219	1621	1567
